PassengerId,Survived
892,0.14692842579202714
893,0.4499237799718952
894,0.14051102440894603
895,0.11768932472441007
896,0.5988036990927272
897,0.19982204916615165
898,0.6812667446261106
899,0.2389500778110505
900,0.7184205878642285
901,0.06573790017768788
902,0.11115611315265561
903,0.33588927863637263
904,0.9564808308595586
905,0.01509068397679203
906,0.7988828791992332
907,0.8059113988199859
908,0.3115390927320264
909,0.19347903033558922
910,0.5762995604887874
911,0.5481836909670517
912,0.28027656596636286
913,0.21922593746267316
914,0.9570964267601927
915,0.5321125771402948
916,0.8598889278023929
917,-0.07278435446143283
918,1.0320113626641696
919,0.18402149439779736
920,0.3687537022760444
921,0.05925476040241828
922,0.09705599543765464
923,0.21542804243115066
924,0.5215956249379101
925,0.5539764110772647
926,0.4374110868523148
927,0.20924284024883277
928,0.6172272422672789
929,0.6615447041117091
930,0.13054863196855238
931,0.12562059470060527
932,0.07151203002605233
933,0.44954340258228964
934,0.02917717055486102
935,0.7725081130941855
936,0.8089271780930675
937,0.1300798756220911
938,0.3816829030136077
939,0.18788750977475055
940,0.8069995443939939
941,0.548484668029178
942,0.4375234874936289
943,0.3243905013697117
944,0.7338242158832601
945,0.8637163825206492
946,0.31824794984898264
947,0.10863826102950958
948,0.06702094544296033
949,0.12999802927588355
950,0.06640236954957002
951,1.0137028037449918
952,0.18051137669646233
953,0.25402164107955727
954,0.1741629592932905
955,0.7317354485851215
956,0.5376633897249858
957,0.7874991456281878
958,0.7570014378977248
959,0.33446527314258495
960,0.46960725160584804
961,0.7357078978272595
962,0.7191328412449938
963,0.15529128086235078
964,0.6108850154241112
965,0.4851267427350852
966,1.004866253655126
967,0.5146035779153141
968,0.11120200663114721
969,0.6906890060178587
970,0.2664828774580539
971,0.7191328412449938
972,0.23292670017545014
973,0.21455668059466737
974,0.31697420676078897
975,0.11115611315265561
976,0.35518565263601654
977,0.10429993652261815
978,0.7002562222709738
979,0.6802774818525578
980,0.6939127454108822
981,0.38848491435300997
982,0.6096029781672088
983,0.11112016028493976
984,0.9016139429119739
985,0.11120200663114721
986,0.5066821767988277
987,0.13004142272052743
988,0.6212976722899906
989,0.10485977978797956
990,0.6676091593370022
991,0.07967688683850771
992,0.8607840076786717
993,0.24207154648379603
994,0.18788750977475055
995,0.12373020820199554
996,0.6738989607780662
997,0.11551010067243472
998,0.23204374919830573
999,0.18788750977475055
1000,0.11139918191973808
1001,0.33899065298112463
1002,0.23612388623878522
1003,0.6939214360047341
1004,0.9450424098707229
1005,0.753671572326806
1006,0.7458020120649106
1007,0.16735017610789693
1008,0.14910948445266337
1009,0.7325224640495973
1010,0.4519823795315573
1011,0.7354867342028719
1012,0.8868170078097629
1013,0.14069200692237094
1014,0.9119112026958069
1015,0.11096390816945256
1016,0.18788750977475055
1017,0.6786590097192597
1018,0.14895649459611116
1019,0.6041348974014568
1020,0.1908225899557192
1021,0.13642210246525877
1022,0.08598191079703565
1023,0.3308855636528426
1024,0.5811334066640123
1025,0.10191398160028375
1026,0.016580753774737333
1027,0.13636382786675905
1028,0.1588013985636858
1029,0.2917029732921655
1030,0.6487523620599183
1031,-0.06200729835329033
1032,0.4856640920796725
1033,0.96124640306557
1034,0.27189838070539873
1035,0.2829620253776477
1036,0.3612730671628992
1037,-0.046338224184248045
1038,0.45707698672184677
1039,0.14903215038231454
1040,0.44954340258228964
1041,0.21283711274558403
1042,1.032009727618238
1043,0.14954350818602502
1044,-0.091805234310528
1045,0.5473784923384524
1046,0.0033024094365390333
1047,0.1362732909266997
1048,1.0073683295072384
1049,0.6486940874614185
1050,0.3612730671628992
1051,0.6109024585755805
1052,0.6939077751054943
1053,0.2266216762169223
1054,0.7978770204668563
1055,0.11088950240017303
1056,0.19712761391424716
1057,0.5764817079720551
1058,0.36895714112516087
1059,0.06705744429154958
1060,0.9943044903504809
1061,0.6553289670763167
1062,0.11105319509258815
1063,0.15564888658442189
1064,0.09727271857254915
1065,0.1493451126428179
1066,-0.0563048144744599
1067,0.8541829487519234
1068,0.8426269007610242
1069,0.2854035084987334
1070,0.7114580837602095
1071,0.7631843834559664
1072,0.2664828774580539
1073,0.3905186537103364
1074,0.9793252676488116
1075,0.18788750977475055
1076,1.0085122019446042
1077,0.2043255071041299
1078,0.8213149514752548
1079,0.08616626447019471
1080,0.23732831496576146
1081,0.203432637872775
1082,0.19793637877410075
1083,0.4493797098898746
1084,0.1596397060792626
1085,0.1476084698103013
1086,0.39035833082421784
1087,0.07961861224000799
1088,0.6381310121529371
1089,0.6801956355063502
1090,0.30987398747495337
1091,0.6172458437095988
1092,0.696219324258549
1093,0.2669132023780587
1094,0.3807546374751009
1095,0.8575728754693293
1096,0.2972639395578976
1097,0.48769022888242436
1098,0.6497775777011869
1099,0.3035689635164255
1100,0.9627793705578414
1101,0.13007118502823922
1102,0.09029000483832317
1103,0.11090438355402898
1104,0.3664543850845739
1105,0.5400309914885073
1106,0.34467442120101766
1107,0.3660201552429362
1108,0.6939511983124459
1109,0.25034908494082253
1110,0.8527760295621998
1111,0.11120200663114721
1112,0.763955455162266
1113,0.15533717434084238
1114,0.8222042470696129
1115,0.155261518554639
1116,0.8365970450410761
1117,0.6371175497137197
1118,0.1426514706375832
1119,0.6939127454108822
1120,0.03448744984323271
1121,0.22865273370688655
1122,0.382839660804652
1123,0.9997038059281165
1124,0.10767910570200556
1125,0.18792596267631423
1126,0.38469369361512895
1127,0.1615839237008705
1128,0.228248676111937
1129,0.19978405429411705
1130,0.7906535358815124
1131,0.844432694513678
1132,0.8240688434702279
1133,0.662353622302022
1134,0.3553589367805981
1135,0.11115364288111551
1136,0.04795117544113303
1137,0.3279161724086046
1138,0.8253292893793551
1139,0.13911137524451833
1140,0.7354867342028719
1141,0.6103251721587497
1142,0.8924139236180355
1143,0.1616049954147305
1144,0.4798470724140964
1145,0.13680157188858466
1146,0.08326095227959329
1147,0.11105319509258815
1148,0.18788750977475055
1149,0.11120200663114721
1150,0.8418633766379924
1151,0.15525532799463493
1152,0.013196575902336805
1153,0.15527889974234266
1154,0.7611506440986401
1155,0.7311781898971771
1156,0.3047921464336798
1157,0.11115611315265561
1158,0.44164150988479867
1159,0.11105319509258815
1160,0.6172272422672789
1161,0.18073956430968896
1162,0.38893213994627845
1163,0.18788750977475055
1164,0.9921773320087559
1165,0.6490238214061694
1166,0.14934386262589405
1167,0.7922319498296229
1168,0.2783488676823139
1169,0.16010623502293342
1170,0.22166835922262074
1171,0.31617901143348126
1172,0.6489346561946533
1173,0.22720293690252658
1174,0.6939127454108822
1175,0.7200368639359982
1176,0.7272628411494475
1177,0.06052371650122945
1178,0.11096390816945256
1179,0.44415057126489904
1180,0.1493451126428179
1181,0.11120200663114721
1182,0.4534273837386835
1183,0.6810645990321318
1184,0.1493451126428179
1185,0.2508639653402669
1186,0.06119336842474565
1187,0.12376616106971139
1188,0.934412805792807
1189,0.05925476040241828
1190,0.44257331197662575
1191,0.10483870807411955
1192,0.0859000644508282
1193,0.3180891976996477
1194,0.17657918875150957
1195,0.1366043965999938
1196,0.6939127454108822
1197,0.6710729109964095
1198,0.40630201272738586
1199,0.27257705572197544
1200,0.2417187560000993
1201,0.464649422008031
1202,0.17443454035116102
1203,0.18717400637706139
1204,0.11106063566951607
1205,0.6371675297841313
1206,0.856186093779757
1207,0.7632630386493011
1208,0.2935956786263154
1209,0.3350940833090649
1210,0.11744875599117532
1211,0.22803809034820643
1212,0.12373020820199554
1213,0.16826018451840152
1214,0.2917029732921655
1215,0.4180182827896502
1216,0.9412103990376133
1217,0.14242950334666837
1218,0.789026376785376
1219,0.3901102213724359
1220,0.22946149856674025
1221,0.32322809308480493
1222,0.6454475061969869
1223,0.41951304676477497
1224,0.14934386262589405
1225,0.6571342156346623
1226,0.11746113711118344
1227,0.4367696619728188
1228,0.2538728295409981
1229,0.05935112537375453
1230,0.303514024177382
1231,0.1493451126428179
1232,0.3413991072675928
1233,0.08584178985232838
1234,-0.010563933742110843
1235,0.9390650529373943
1236,0.05560681076355245
1237,0.6927684805387662
1238,0.2917029732921655
1239,0.5923201086936707
1240,0.3044618327477804
1241,0.7685840737526042
1242,0.8874062636036821
1243,0.2972639395578976
1244,0.360149361126046
1245,0.09432959567853982
1246,0.7285895614963807
1247,0.3106691828022611
1248,0.6731413950133953
1249,0.11115117260957541
1250,0.18788750977475055
1251,0.5596538645762308
1252,-0.1835790972302438
1253,0.7983549910314777
1254,0.7685840737526042
1255,0.11768932472441007
1256,0.9742744389321737
1257,0.4954613018940208
1258,0.10430115677723428
1259,0.6644734361207766
1260,0.8862281821775246
1261,0.31143074633704193
1262,0.27558615561674793
1263,1.007169372551128
1264,0.30923600675571306
1265,0.17821254203866355
1266,0.7505841770178707
1267,0.9569575881182408
1268,0.560848674448422
1269,0.32278165846912743
1270,0.286287016860461
1271,0.053742601104762144
1272,0.18788750977475055
1273,0.20053601059337
1274,0.6191469111146919
1275,0.6291728208124526
1276,0.27905572249046995
1277,0.7579804302778687
1278,0.13634025611905132
1279,0.09624723057780094
1280,0.23202267748444572
1281,0.10188320387845962
1282,0.5009943873879996
1283,0.8040581818506218
1284,0.18876964382465244
1285,0.1585534124702841
1286,-0.042849605244419386
1287,0.9813788668809279
1288,0.21295879407030294
1289,0.8260105443765039
1290,0.1489503040361071
1291,0.168967467593779
1292,0.9841248321722149
1293,0.17122816755439763
1294,1.0312437332236661
1295,0.5250148203608775
1296,0.3465083924840513
1297,0.36817721198071673
1298,0.2626784846225738
1299,0.3467507939260682
1300,0.6939040548170303
1301,0.7190418686319705
1302,0.6939127454108822
1303,0.947286894049186
1304,0.6171453959210713
1305,0.11120200663114721
1306,0.9491100301086763
1307,0.04476115660490976
1308,0.11120200663114721
1309,0.09633301722384058
